Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Day of Month,Day of the Week,Month,Year,Shipping Time
313,CA-2017-142902,2017-09-12,2017-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.0,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,12,Tuesday,9,2017,2
314,CA-2015-120887,2015-09-27,2015-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,27,Sunday,9,2015,6
315,CA-2015-167850,2015-08-09,2015-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710.0,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,9,Sunday,8,2015,7
316,CA-2015-167850,2015-08-09,2015-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710.0,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,9,Sunday,8,2015,7
317,CA-2015-164259,2015-12-28,2015-12-30,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,28,Monday,12,2015,2
318,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,4,Wednesday,11,2015,5
319,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,4,Wednesday,11,2015,5
320,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,4,Wednesday,11,2015,5
321,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,Wednesday,11,2015,5
322,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,4,Wednesday,11,2015,5
323,CA-2015-156601,2015-09-19,2015-09-24,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,19,Saturday,9,2015,5
324,CA-2017-162138,2017-04-23,2017-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.0,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,23,Sunday,4,2017,4
325,CA-2017-162138,2017-04-23,2017-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.0,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,23,Sunday,4,2017,4
326,CA-2018-153339,2018-11-03,2018-11-05,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,3,Saturday,11,2018,2
327,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,30,Wednesday,8,2017,2
328,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,30,Wednesday,8,2017,2
329,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,30,Wednesday,8,2017,2
330,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,30,Wednesday,8,2017,2
331,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,30,Wednesday,8,2017,2
332,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,25,Tuesday,4,2017,4
333,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,25,Tuesday,4,2017,4
334,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,25,Tuesday,4,2017,4
335,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.0,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,Thursday,9,2016,3
336,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.0,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,1,Thursday,9,2016,3
337,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.0,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,1,Thursday,9,2016,3
338,CA-2015-129924,2015-07-12,2015-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,12,Sunday,7,2015,5
339,CA-2015-129924,2015-07-12,2015-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,12,Sunday,7,2015,5
340,CA-2016-128167,2016-06-22,2016-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041.0,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,22,Wednesday,6,2016,4
341,CA-2015-122336,2015-04-13,2015-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,13,Monday,4,2015,4
342,CA-2015-122336,2015-04-13,2015-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,13,Monday,4,2015,4
343,CA-2015-122336,2015-04-13,2015-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.992,13,Monday,4,2015,4
344,CA-2015-122336,2015-04-13,2015-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,13,Monday,4,2015,4
345,US-2016-120712,2016-12-20,2016-12-24,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745.0,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,20,Tuesday,12,2016,4
346,CA-2018-169901,2018-06-15,2018-06-19,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,15,Friday,6,2018,4
347,CA-2018-134306,2018-07-08,2018-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.0,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,8,Sunday,7,2018,4
348,CA-2018-134306,2018-07-08,2018-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,8,Sunday,7,2018,4
349,CA-2018-134306,2018-07-08,2018-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.0,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,8,Sunday,7,2018,4
350,CA-2017-129714,2017-09-01,2017-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,Friday,9,2017,2
351,CA-2017-129714,2017-09-01,2017-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,1,Friday,9,2017,2
352,CA-2017-129714,2017-09-01,2017-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,Friday,9,2017,2
353,CA-2017-129714,2017-09-01,2017-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,1,Friday,9,2017,2
354,CA-2017-129714,2017-09-01,2017-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,1,Friday,9,2017,2
355,CA-2017-138520,2017-04-08,2017-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,8,Saturday,4,2017,5
356,CA-2017-138520,2017-04-08,2017-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,8,Saturday,4,2017,5
357,CA-2017-138520,2017-04-08,2017-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,8,Saturday,4,2017,5
358,CA-2017-138520,2017-04-08,2017-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,8,Saturday,4,2017,5
359,CA-2017-130001,2017-04-23,2017-04-28,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,23,Sunday,4,2017,5
360,CA-2018-155698,2018-03-08,2018-03-11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,Thursday,3,2018,3
361,CA-2018-155698,2018-03-08,2018-03-11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,8,Thursday,3,2018,3
362,CA-2018-144904,2018-09-25,2018-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,25,Tuesday,9,2018,6
363,CA-2018-144904,2018-09-25,2018-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,25,Tuesday,9,2018,6
364,CA-2018-144904,2018-09-25,2018-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,25,Tuesday,9,2018,6
365,CA-2018-144904,2018-09-25,2018-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,25,Tuesday,9,2018,6
366,CA-2015-123344,2015-09-24,2015-09-29,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,24,Thursday,9,2015,5
367,CA-2017-155516,2017-10-21,2017-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,21,Saturday,10,2017,0
368,CA-2017-155516,2017-10-21,2017-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,21,Saturday,10,2017,0
369,CA-2017-155516,2017-10-21,2017-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,21,Saturday,10,2017,0
370,CA-2017-155516,2017-10-21,2017-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,21,Saturday,10,2017,0
371,CA-2018-104745,2018-05-29,2018-06-04,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,29,Tuesday,5,2018,6
372,CA-2018-104745,2018-05-29,2018-06-04,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,29,Tuesday,5,2018,6
373,US-2015-119137,2015-07-23,2015-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,23,Thursday,7,2015,4
374,US-2015-119137,2015-07-23,2015-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.0,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,23,Thursday,7,2015,4
375,US-2015-119137,2015-07-23,2015-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,23,Thursday,7,2015,4
376,US-2015-119137,2015-07-23,2015-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.0,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,23,Thursday,7,2015,4
377,US-2017-134656,2017-09-28,2017-10-01,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301.0,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,28,Thursday,9,2017,3
378,US-2018-134481,2018-08-27,2018-09-01,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038.0,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,27,Monday,8,2018,5
379,CA-2016-130792,2016-04-28,2016-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.0,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.652,28,Thursday,4,2016,7
380,CA-2016-130792,2016-04-28,2016-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.0,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,28,Thursday,4,2016,7
381,CA-2016-130792,2016-04-28,2016-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,28,Thursday,4,2016,7
382,CA-2017-134775,2017-10-28,2017-10-29,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,28,Saturday,10,2017,1
383,CA-2017-134775,2017-10-28,2017-10-29,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,28,Saturday,10,2017,1
384,CA-2016-125395,2016-06-26,2016-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180.0,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,26,Sunday,6,2016,3
385,US-2016-168935,2016-11-27,2016-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.0,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,27,Sunday,11,2016,5
386,US-2016-168935,2016-11-27,2016-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.976,27,Sunday,11,2016,5
387,CA-2016-122756,2016-12-03,2016-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,3,Saturday,12,2016,4
388,CA-2016-122756,2016-12-03,2016-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,3,Saturday,12,2016,4
389,CA-2015-115973,2015-11-24,2015-11-26,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,24,Tuesday,11,2015,2
390,CA-2018-101798,2018-12-11,2018-12-15,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,11,Tuesday,12,2018,4
391,CA-2018-101798,2018-12-11,2018-12-15,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,11,Tuesday,12,2018,4
392,US-2015-135972,2015-09-21,2015-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,21,Monday,9,2015,2
393,US-2015-135972,2015-09-21,2015-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,21,Monday,9,2015,2
394,US-2015-134971,2015-06-07,2015-06-10,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,7,Sunday,6,2015,3
395,CA-2018-102946,2018-06-30,2018-07-05,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115.0,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,30,Saturday,6,2018,5
396,CA-2018-165603,2018-10-17,2018-10-19,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.0,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,17,Wednesday,10,2018,2
397,CA-2018-165603,2018-10-17,2018-10-19,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.0,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,17,Wednesday,10,2018,2
398,CA-2016-122259,2016-10-31,2016-11-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,31,Monday,10,2016,4
399,CA-2017-108987,2017-09-08,2017-09-10,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,8,Friday,9,2017,2
400,CA-2017-108987,2017-09-08,2017-09-10,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,8,Friday,9,2017,2
401,CA-2017-108987,2017-09-08,2017-09-10,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,8,Friday,9,2017,2
402,CA-2017-108987,2017-09-08,2017-09-10,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,8,Friday,9,2017,2
403,CA-2015-113166,2015-12-24,2015-12-26,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180.0,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,24,Thursday,12,2015,2
404,CA-2015-155208,2015-04-16,2015-04-20,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403.0,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,16,Thursday,4,2015,4
405,CA-2018-117933,2018-12-24,2018-12-29,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,24,Monday,12,2018,5
406,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,8,Saturday,12,2018,4
407,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,8,Saturday,12,2018,4
408,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,8,Saturday,12,2018,4
409,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,8,Saturday,12,2018,4
410,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,8,Saturday,12,2018,4
411,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,8,Saturday,12,2018,4
412,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,8,Saturday,12,2018,4
413,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,8,Saturday,12,2018,4
414,CA-2018-117457,2018-12-08,2018-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,8,Saturday,12,2018,4
415,CA-2018-142636,2018-11-03,2018-11-07,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,3,Saturday,11,2018,4
416,CA-2018-142636,2018-11-03,2018-11-07,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105.0,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,3,Saturday,11,2018,4
417,CA-2018-122105,2018-06-24,2018-06-28,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646.0,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,24,Sunday,6,2018,4
418,CA-2017-148796,2017-04-14,2017-04-18,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,14,Friday,4,2017,4
